grado	Quiz_Name	Class	Key	Question_Number	Primary_Answer	# Correct	% Correct	Discriminant Factor	Response 1	Response 1 %	Response 2	Response 2 %	Response 3	Response 3 %	Response 4	Response 4 %		Grado	Pregunta	Asignatura	Texto de la Pregunta	Opción A	Opción B	Opción C	Opción D
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	95	C	57	69.51	0.234	C	69.51	A	17.07	D	8.54	B	3.66									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	96	D	47	57.32	0.111	D	57.32	C	26.83	A	8.54	B	7.32									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	97	C	41	50	0.371	C	50	B	28.05	D	18.29	A	3.66									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	98	A	25	30.49	0.093	B	58.54	A	30.49	C	6.1	D	4.88									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	99	D	60	73.17	0.408	D	73.17	C	13.41	A	8.54	B	3.66									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	100	C	49	59.76	0.356	C	59.76	A	24.39	D	8.54	B	4.88									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	101	B	40	48.78	0.345	B	48.78	A	32.93	C	14.63	D	3.66									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	102	B	44	53.66	0.31	B	53.66	A	21.95	C	14.63	D	9.76									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	103	C	36	43.9	0.399	C	43.9	A	20.73	D	18.29	B	17.07									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	104	B	40	48.78	0.465	B	48.78	A	29.27	D	13.41	C	8.54									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	105	A	44	53.66	0.277	A	53.66	B	25.61	C	14.63	D	6.1									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	106	C	27	32.93	0.467	C	32.93	B	28.05	A	21.95	D	15.85									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	107	B	22	26.83	0.161	D	43.9	B	26.83	C	17.07	A	12.2									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	108	B	29	35.37	0.255	B	35.37	D	34.15	A	20.73	C	9.76									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	109	B	40	48.78	0.248	B	48.78	D	31.71	A	14.63	C	3.66									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	110	C	29	35.37	0.263	C	35.37	A	32.93	B	24.39	D	7.32									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	111	C	26	31.71	0.11	C	31.71	A	23.17	D	21.95	B	21.95									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	112	B	17	20.73	0.478	C	57.32	B	20.73	D	17.07	A	4.88									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	113	B	23	28.05	0.296	D	50	B	28.05	C	10.98	A	10.98									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	114	A	21	25.61	0.318	C	43.9	A	25.61	B	17.07	D	13.41									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	115	B	38	46.34	0.419	B	46.34	C	23.17	A	15.85	D	13.41									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	116	B	29	35.37	0.122	B	35.37	C	35.37	D	15.85	A	13.41									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	117	A	25	30.49	0.106	B	39.02	A	30.49	D	28.05	C	2.44									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	118	C	40	48.78	0.214	C	48.78	A	24.39	D	18.29	B	8.54									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	119	C	41	50	0.291	C	50	B	25.61	A	15.85	D	8.54									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	120	C	42	51.22	0.203	C	51.22	A	21.95	B	15.85	D	10.98									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	1	B	38	46.91	0.034	B	46.91	A	24.69	D	17.28	C	11.11									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	2	B	40	49.38	0.076	B	49.38	D	20.99	A	18.52	C	11.11									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	3	C	40	49.38	0.164	C	49.38	D	23.46	A	19.75	B	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	4	A	46	56.79	0.269	A	56.79	B	17.28	C	13.58	D	11.11									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	5	A	34	41.98	0.392	B	45.68	A	41.98	C	7.41	D	4.94									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	6	B	27	33.33	0.256	A	43.21	B	33.33	C	19.75	D	3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	7	A	37	45.68	0.015	C	45.68	A	45.68	D	6.17		1.23									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	8	D	22	27.16	0.233	B	33.33	D	27.16	C	19.75	A	17.28									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	9	B	40	49.38	0.205	B	49.38	D	20.99	C	14.81	A	12.35									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	10	D	22	27.16	0.316	D	27.16	C	24.69	A	22.22	B	22.22									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	11	C	39	48.15	-0.02	C	48.15	B	23.46	A	16.05	D	9.88									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	12	A	25	30.86	0.12	B	30.86	A	30.86	C	18.52	D	16.05									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	13	C	39	48.15	0.272	C	48.15	D	29.63	A	13.58	B	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	14	B	22	27.16	0.139	A	33.33	D	27.16	B	27.16	C	9.88									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	15	D	28	34.57	0.119	B	35.8	D	34.57	A	16.05	C	11.11									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	16	B	54	66.67	0.2	B	66.67	A	17.28	D	12.35	C	3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	17	B	22	27.16	0.047	D	29.63	B	27.16	A	20.99	C	18.52									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	18	C	49	60.49	0.239	C	60.49	A	18.52	B	16.05		3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	19	C	25	30.86	0.24	A	37.04	C	30.86	B	18.52	D	9.88									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	20	D	34	41.98	0.231	D	41.98	C	29.63	A	12.35	B	9.88									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	21	A	55	67.9	0.226	A	67.9	D	12.35	C	12.35	B	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	22	D	47	58.02	0.345	D	58.02	C	23.46	A	9.88	B	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	23	C	58	71.6	0.354	C	71.6	D	12.35	B	9.88	A	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	24	D	52	64.2	0.425	D	64.2	C	17.28	A	12.35	B	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	25	B	65	80.25	0.443	B	80.25	D	7.41	C	6.17	A	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	26	D	59	72.84	0.372	D	72.84	B	11.11	C	8.64	A	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	27	A	63	77.78	0.403	A	77.78	D	9.88	C	7.41	B	3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	28	D	56	69.14	0.4	D	69.14	B	12.35	C	11.11	A	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	29	B	15	18.52	0.003	C	44.44	A	30.86	B	18.52	D	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	30	D	52	64.2	0.225	D	64.2	A	20.99	C	6.17	B	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	31	C	37	45.68	0.405	C	45.68	A	33.33	D	11.11	B	8.64									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	32	A	60	74.07	0.24	A	74.07	B	12.35	C	7.41	D	4.94									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	33	A	29	35.8	0.117	A	35.8	B	24.69	D	22.22	C	13.58									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	34	B	52	64.2	0.316	B	64.2	C	29.63		2.47	A	2.47									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	35	A	39	48.15	0.303	A	48.15	D	29.63	C	16.05	B	4.94									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	36	C	68	83.95	0.099	C	83.95	B	11.11	A	2.47		1.23									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	37	C	22	27.16	0.12	D	49.38	C	27.16	B	11.11	A	11.11									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	38	D	23	28.4	0.074	A	29.63	D	28.4	C	20.99	B	19.75									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	39	A	62	76.54	0.088	A	76.54	B	14.81	D	4.94	C	2.47									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	40	A	37	45.68	0.393	A	45.68	B	24.69	C	19.75	D	8.64									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	41	A	64	79.01	0.212	A	79.01	D	9.88	B	4.94	C	4.94									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	42	B	62	76.54	-0.015	B	76.54	C	16.05	A	4.94	D	1.23									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	43	B	32	39.51	-0.091	A	44.44	B	39.51	C	13.58		1.23									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	44	D	21	25.93	0.39	A	35.8	B	25.93	D	25.93	C	11.11									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	45	B	28	34.57	0.368	B	34.57	D	33.33	A	17.28	C	13.58									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	46	C	50	61.73	0.283	C	61.73	B	18.52	A	9.88	D	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	47	C	58	71.6	0.241	C	71.6	B	9.88	A	8.64	D	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	48	B	48	59.26	0.289	B	59.26	A	16.05	C	12.35	D	9.88									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	49	A	52	64.2	0.282	A	64.2	B	14.81	D	12.35	C	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	50	D	39	48.15	0.501	D	48.15	B	23.46	C	16.05	A	11.11									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	51	B	40	49.38	0.201	B	49.38	A	33.33	D	9.88	C	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	52	A	36	44.44	0.095	A	44.44	D	27.16	C	13.58	B	12.35									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	53	C	54	66.67	0.015	C	66.67	B	20.99	A	8.64		2.47									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	54	C	52	64.2	0.365	C	64.2	B	16.05	A	13.58	D	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	55	B	53	65.43	0.339	B	65.43	C	17.28	D	11.11	A	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	56	D	58	71.6	0.248	D	71.6	A	14.81	C	9.88	B	2.47									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	57	D	80	98.77	0.08	D	98.77	B	1.23													
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	58	D	1	1.23	-0.08	C	97.53	B	1.23	D	1.23											
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	59	A	60	74.07	0.25	A	74.07	C	16.05	D	4.94	B	3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	60	B	67	82.72	0.242	B	82.72	A	8.64	D	4.94	C	3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	61	A	79	97.53	0.055	A	97.53	C	1.23	D	1.23											
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	62	C	27	33.33	0.197	B	49.38	C	33.33	A	11.11	D	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	63	A	29	35.8	-0.073	D	37.04	A	35.8	B	16.05	C	11.11									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	64	A	45	55.56	0.138	A	55.56	B	17.28	D	13.58	C	13.58									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	65	A	16	19.75	-0.076	C	37.04	B	32.1	A	19.75	D	9.88									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	66	B	19	23.46	-0.195	A	54.32	B	23.46	D	14.81	C	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	67	D	14	17.28	-0.128	A	34.57	C	25.93	B	20.99	D	17.28									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	68	B	29	35.8	-0.135	A	53.09	B	35.8	D	6.17	C	4.94									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	69	C	39	48.15	0.18	C	48.15	B	24.69	A	16.05	D	11.11									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	70	B	41	50.62	0.138	B	50.62	C	22.22	D	13.58	A	12.35									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	71	B	48	59.26	-0.033	B	59.26	A	16.05	D	14.81	C	9.88									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	72	B	36	44.44	0.21	B	44.44	A	34.57	C	12.35	D	8.64									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	73	D	20	24.69	0.424	B	38.27	D	24.69	A	19.75	C	17.28									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	74	A	48	59.26	0.189	A	59.26	B	27.16	C	8.64	D	4.94									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	75	C	36	44.44	0.255	C	44.44	A	29.63	D	22.22	B	3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	76	C	31	38.27	0.211	C	38.27	B	25.93	D	23.46	A	12.35									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	77	C	9	11.11	0.211	D	43.21	B	40.74	C	11.11	A	4.94									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	78	A	43	53.09	0.271	A	53.09	D	19.75	B	16.05	C	9.88									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	79	C	36	44.44	0.253	A	44.44	C	44.44	B	7.41	D	3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	80	A	41	50.62	0.075	A	50.62	B	24.69	C	13.58	D	9.88									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	81	D	42	51.85	0.215	D	51.85	C	18.52	B	16.05	A	12.35									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	82	D	51	62.96	0.116	D	62.96	C	13.58	B	12.35	A	11.11									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	83	B	56	69.14	0.269	B	69.14	A	13.58	D	12.35	C	4.94									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	84	D	34	41.98	0.154	D	41.98	B	28.4	C	22.22	A	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	85	C	42	51.85	0.342	C	51.85	D	35.8	B	7.41	A	3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	86	C	31	38.27	0.152	A	39.51	C	38.27	B	16.05	D	4.94									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	87	D	54	66.67	0.327	D	66.67	C	14.81	B	9.88	A	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	88	A	25	30.86	0.291	D	45.68	A	30.86	C	12.35	B	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	89	B	62	76.54	0.038	B	76.54	C	12.35	A	7.41		3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	90	D	11	13.58	0.157	C	53.09	A	17.28	B	13.58	D	13.58									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	91	D	43	53.09	0.31	D	53.09	A	16.05	B	14.81	C	13.58									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	92	D	29	35.8	0.279	A	45.68	D	35.8	C	9.88	B	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	93	C	43	53.09	0.412	C	53.09	B	23.46	A	12.35	D	8.64									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	94	B	43	53.09	0.359	B	53.09	C	23.46	D	12.35	A	9.88									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	95	D	56	69.14	0.263	D	69.14	A	19.75	C	4.94		3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	96	C	50	61.73	0.239	C	61.73	B	16.05	D	12.35	A	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	97	B	63	77.78	0.13	B	77.78	C	9.88	A	6.17	D	3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	98	C	55	67.9	0.513	C	67.9	A	14.81	D	8.64	B	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	99	A	23	28.4	0.104	B	38.27	A	28.4	D	16.05	C	14.81									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	100	B	45	55.56	0.366	B	55.56	A	19.75	D	12.35	C	9.88									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	101	A	77	95.06	0.178	A	95.06	B	3.7		1.23											
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	102	C	73	90.12	0.282	C	90.12	B	6.17	A	3.7											
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	103	B	67	82.72	0.406	B	82.72	A	8.64	C	6.17		1.23									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	104	B	74	91.36	0.104	B	91.36	D	4.94	A	2.47	C	1.23									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	105	B	58	71.6	0.203	B	71.6	D	11.11	C	8.64	A	7.41									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	106	A	60	74.07	0.247	A	74.07	B	16.05	D	4.94	C	4.94									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	107	B	40	49.38	0.269	B	49.38	C	19.75	D	17.28	A	13.58									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	108	A	42	51.85	0.295	A	51.85	B	30.86	D	12.35	C	3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	109	B	34	41.98	0.585	B	41.98	C	24.69	D	17.28	A	16.05									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	110	B	57	70.37	0.296	B	70.37	D	16.05	A	11.11	C	2.47									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	111	A	50	61.73	0.311	A	61.73	C	24.69	B	7.41	D	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	112	A	38	46.91	0.345	A	46.91	B	20.99	D	18.52	C	12.35									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	113	C	39	48.15	0.192	C	48.15	B	27.16	A	16.05	D	8.64									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	114	A	40	49.38	0.508	A	49.38	C	24.69	B	16.05	D	9.88									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	115	A	32	39.51	0.307	A	39.51	C	22.22	D	20.99	B	17.28									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	116	A	42	51.85	0.354	A	51.85	B	27.16	C	14.81	D	6.17									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	117	B	45	55.56	0.076	B	55.56	D	20.99	C	13.58	A	8.64									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	118	A	15	18.52	0.239	D	56.79	B	19.75	A	18.52	C	3.7									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	119	C	30	37.04	0.184	C	37.04	A	23.46	B	20.99	D	18.52									
10	EVALUÁNDONOS 10 FINAL 2025	10-01, 10-02, 10-03	Primary Key 	120	C	30	37.04	0.212	D	38.27	C	37.04	B	16.05	A	8.64									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	1	B	64	75.29	0.22	B	75.29	A	18.82	D	3.53	C	2.35									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	2	B	67	78.82	0.336	B	78.82	D	14.12	A	3.53	C	3.53									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	3	C	41	48.24	0.433	C	48.24	A	27.06	B	14.12	D	10.59									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	4	D	24	28.24	0.293	C	44.71	D	28.24	B	14.12	A	12.94									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	5	C	43	50.59	0.504	C	50.59	B	32.94	A	9.41	D	7.06									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	6	A	47	55.29	0.374	A	55.29	B	21.18	D	12.94	C	9.41									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	7	C	55	64.71	0.211	C	64.71	B	17.65	A	10.59	D	7.06									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	8	D	32	37.65	0.436	D	37.65	C	23.53	B	22.35	A	16.47									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	9	D	24	28.24	0.285	B	30.59	D	28.24	A	22.35	C	16.47									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	10	C	29	34.12	0.068	C	34.12	A	27.06	B	21.18	D	17.65									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	11	B	59	69.41	0.171	B	69.41	C	14.12	D	9.41	A	5.88									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	12	D	59	69.41	0.368	D	69.41	C	14.12	B	8.24	A	8.24									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	13	C	19	22.35	-0.019	A	55.29	C	22.35	B	12.94	D	9.41									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	14	D	32	37.65	0.424	D	37.65	B	29.41	A	28.24	C	4.71									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	15	C	46	54.12	0.258	C	54.12	B	20	A	20	D	4.71									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	16	B	51	60	0.426	B	60	A	28.24	D	9.41	C	2.35									
11	EVALUÁNDONOS 11 FINAL 2025	11-01, 11-02, 11-03	Primary Key 	17	D	36	42.35	0.403	D	42.35	C	37.65	A	12.94	B	7.06									
